ID,이름,키 (m),몸무게 (kg),타입,IMAGE_URL,GIF_URL
417,파치리스,0.4,3.9,전기,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/417.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/417.gif
418,브이젤,0.7,29.5,물,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/418.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/418.gif
419,플로젤,1.1,33.5,물,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/419.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/419.gif
420,체리버,0.4,3.3,풀,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/420.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/420.gif
421,체리꼬,0.5,9.3,풀,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/421.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/421.gif
422,깝질무,0.3,6.3,물,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/422.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/422.gif
423,트리토돈,0.9,29.9,"물, 땅",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/423.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/423.gif
424,겟핸보숭,1.2,20.3,노말,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/424.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/424.gif
425,흔들풍손,0.4,1.2,"고스트, 비행",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/425.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/425.gif
426,둥실라이드,1.2,15.0,"고스트, 비행",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/426.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/426.gif
427,이어롤,0.4,5.5,노말,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/427.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/427.gif
428,이어롭,1.2,33.3,노말,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/428.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/428.gif
429,무우마직,0.9,4.4,고스트,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/429.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/429.gif
430,돈크로우,0.9,27.3,"악, 비행",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/430.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/430.gif
431,나옹마,0.5,3.9,노말,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/431.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/431.gif
432,몬냥이,1.0,43.8,노말,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/432.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/432.gif
433,랑딸랑,0.2,0.6,에스퍼,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/433.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/433.gif
434,스컹뿡,0.4,19.2,"독, 악",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/434.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/434.gif
435,스컹탱크,1.0,38.0,"독, 악",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/435.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/435.gif
436,동미러,0.5,60.5,"강철, 에스퍼",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/436.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/436.gif
437,동탁군,1.3,187.0,"강철, 에스퍼",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/437.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/437.gif
438,꼬지지,0.5,15.0,바위,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/438.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/438.gif
439,흉내내,0.6,13.0,"에스퍼, 페어리",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/439.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/439.gif
440,핑복,0.6,24.4,노말,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/440.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/440.gif
441,페라페,0.5,1.9,"노말, 비행",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/441.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/441.gif
442,화강돌,1.0,108.0,"고스트, 악",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/442.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/442.gif
443,딥상어동,0.7,20.5,"드래곤, 땅",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/443.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/443.gif
444,한바이트,1.4,56.0,"드래곤, 땅",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/444.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/444.gif
445,한카리아스,1.9,95.0,"드래곤, 땅",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/445.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/445.gif
446,먹고자,0.6,105.0,노말,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/446.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/446.gif
447,리오르,0.7,20.2,격투,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/447.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/447.gif
448,루카리오,1.2,54.0,"격투, 강철",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/448.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/448.gif
449,히포포타스,0.8,49.5,땅,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/449.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/449.gif
450,하마돈,2.0,300.0,땅,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/450.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/450.gif
451,스콜피,0.8,12.0,"독, 벌레",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/451.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/451.gif
452,드래피온,1.3,61.5,"독, 악",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/452.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/452.gif
453,삐딱구리,0.7,23.0,"독, 격투",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/453.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/453.gif
454,독개굴,1.3,44.4,"독, 격투",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/454.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/454.gif
455,무스틈니,1.4,27.0,풀,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/455.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/455.gif
456,형광어,0.4,7.0,물,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/456.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/456.gif
457,네오라이트,1.2,24.0,물,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/457.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/457.gif
458,타만타,1.0,65.0,"물, 비행",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/458.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/458.gif
459,눈쓰개,1.0,50.5,"풀, 얼음",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/459.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/459.gif
460,눈설왕,2.2,135.5,"풀, 얼음",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/460.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/460.gif
461,포푸니라,1.1,34.0,"악, 얼음",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/461.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/461.gif
462,자포코일,1.2,180.0,"전기, 강철",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/462.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/462.gif
463,내룸벨트,1.7,140.0,노말,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/463.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/463.gif
464,거대코뿌리,2.4,282.8,"땅, 바위",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/464.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/464.gif
465,덩쿠림보,2.0,128.6,풀,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/465.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/465.gif
466,에레키블,1.8,138.6,전기,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/466.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/466.gif
467,마그마번,1.6,68.0,불꽃,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/467.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/467.gif
468,토게키스,1.5,38.0,"페어리, 비행",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/468.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/468.gif
469,메가자리,1.9,51.5,"벌레, 비행",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/469.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/469.gif
470,리피아,1.0,25.5,풀,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/470.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/470.gif
471,글레이시아,0.8,25.9,얼음,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/471.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/471.gif
472,글라이온,2.0,42.5,"땅, 비행",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/472.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/472.gif
473,맘모꾸리,2.5,291.0,"얼음, 땅",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/473.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/473.gif
474,폴리곤Z,0.9,34.0,노말,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/474.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/474.gif
475,엘레이드,1.6,52.0,"에스퍼, 격투",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/475.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/475.gif
476,대코파스,1.4,340.0,"바위, 강철",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/476.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/476.gif
477,야느와르몽,2.2,106.6,고스트,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/477.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/477.gif
478,눈여아,1.3,26.6,"얼음, 고스트",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/478.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/478.gif
479,로토무,0.3,0.3,"전기, 고스트",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/479.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/479.gif
480,유크시,0.3,0.3,에스퍼,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/480.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/480.gif
481,엠라이트,0.3,0.3,에스퍼,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/481.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/481.gif
482,아그놈,0.3,0.3,에스퍼,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/482.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/482.gif
483,디아루가,5.4,683.0,"강철, 드래곤",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/483.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/483.gif
484,펄기아,4.2,336.0,"물, 드래곤",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/484.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/484.gif
485,히드런,1.7,430.0,"불꽃, 강철",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/485.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/485.gif
486,레지기가스,3.7,420.0,노말,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/486.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/486.gif
487,기라티나,4.5,750.0,"고스트, 드래곤",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/487.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/487.gif
488,크레세리아,1.5,85.6,에스퍼,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/488.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/488.gif
489,피오네,0.4,3.1,물,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/489.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/489.gif
490,마나피,0.3,1.4,물,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/490.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/490.gif
491,다크라이,1.5,50.5,악,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/491.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/491.gif
492,쉐이미,0.2,2.1,풀,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/492.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/492.gif
493,아르세우스,3.2,320.0,노말,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/493.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/493.gif
494,비크티니,0.4,4.0,"에스퍼, 불꽃",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/494.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/494.gif
495,주리비얀,0.6,8.1,풀,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/495.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/495.gif
496,샤비,0.8,16.0,풀,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/496.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/496.gif
497,샤로다,3.3,63.0,풀,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/497.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/497.gif
498,뚜꾸리,0.5,9.9,불꽃,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/498.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/498.gif
499,차오꿀,1.0,55.5,"불꽃, 격투",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/499.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/499.gif
500,염무왕,1.6,150.0,"불꽃, 격투",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/500.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/500.gif
501,수댕이,0.5,5.9,물,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/501.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/501.gif
502,쌍검자비,0.8,24.5,물,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/502.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/502.gif
503,대검귀,1.5,94.6,물,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/503.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/503.gif
504,보르쥐,0.5,11.6,노말,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/504.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/504.gif
505,보르그,1.1,27.0,노말,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/505.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/505.gif
506,요테리,0.4,4.1,노말,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/506.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/506.gif
507,하데리어,0.9,14.7,노말,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/507.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/507.gif
508,바랜드,1.2,61.0,노말,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/508.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/508.gif
509,쌔비냥,0.4,10.1,악,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/509.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/509.gif
510,레파르다스,1.1,37.5,악,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/510.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/510.gif
511,야나프,0.6,10.5,풀,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/511.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/511.gif
512,야나키,1.1,30.5,풀,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/512.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/512.gif
513,바오프,0.6,11.0,불꽃,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/513.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/513.gif
514,바오키,1.0,28.0,불꽃,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/514.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/514.gif
515,앗차프,0.6,13.5,물,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/515.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/515.gif
516,앗차키,1.0,29.0,물,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/516.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/516.gif
517,몽나,0.6,23.3,에스퍼,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/517.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/517.gif
518,몽얌나,1.1,60.5,에스퍼,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/518.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/518.gif
519,콩둘기,0.3,2.1,"노말, 비행",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/519.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/519.gif
520,유토브,0.6,15.0,"노말, 비행",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/520.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/520.gif
521,켄호로우,1.2,29.0,"노말, 비행",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/521.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/521.gif
522,줄뮤마,0.8,29.8,전기,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/522.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/522.gif
523,제브라이카,1.6,79.5,전기,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/523.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/523.gif
524,단굴,0.4,18.0,바위,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/524.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/524.gif
525,암트르,0.9,102.0,바위,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/525.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/525.gif
526,기가이어스,1.7,260.0,바위,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/526.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/526.gif
527,또르박쥐,0.4,2.1,"에스퍼, 비행",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/527.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/527.gif
528,맘박쥐,0.9,10.5,"에스퍼, 비행",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/528.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/528.gif
529,두더류,0.3,8.5,땅,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/529.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/529.gif
530,몰드류,0.7,40.4,"땅, 강철",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/530.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/530.gif
531,다부니,1.1,31.0,노말,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/531.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/531.gif
532,으랏차,0.6,12.5,격투,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/532.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/532.gif
533,토쇠골,1.2,40.0,격투,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/533.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/533.gif
534,노보청,1.4,87.0,격투,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/534.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/534.gif
535,동챙이,0.5,4.5,물,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/535.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/versions/generation-v/black-white/animated/535.gif
