ID,Name,Height (m),Weight (kg),Types,URL
474,폴리곤Z,0.9,34,노말,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/474.png
475,엘레이드,1.6,52,에스퍼|격투,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/475.png
476,대코파스,1.4,340,바위|강철,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/476.png
477,야느와르몽,2.2,106.6,고스트,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/477.png
478,눈여아,1.3,26.6,얼음|고스트,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/478.png
479,로토무,0.3,0.3,전기|고스트,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/479.png
480,유크시,0.3,0.3,에스퍼,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/480.png
481,엠라이트,0.3,0.3,에스퍼,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/481.png
482,아그놈,0.3,0.3,에스퍼,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/482.png
483,디아루가,5.4,683,강철|드래곤,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/483.png
484,펄기아,4.2,336,물|드래곤,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/484.png
485,히드런,1.7,430,불꽃|강철,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/485.png
486,레지기가스,3.7,420,노말,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/486.png
487,기라티나,4.5,750,고스트|드래곤,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/487.png
488,크레세리아,1.5,85.6,에스퍼,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/488.png
489,피오네,0.4,3.1,물,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/489.png
490,마나피,0.3,1.4,물,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/490.png
491,다크라이,1.5,50.5,악,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/491.png
492,쉐이미,0.2,2.1,풀,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/492.png
493,아르세우스,3.2,320,노말,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/493.png
494,비크티니,0.4,4,에스퍼|불꽃,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/494.png
495,주리비얀,0.6,8.1,풀,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/495.png
496,샤비,0.8,16,풀,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/496.png
497,샤로다,3.3,63,풀,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/497.png
498,뚜꾸리,0.5,9.9,불꽃,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/498.png
499,차오꿀,1,55.5,불꽃|격투,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/499.png
500,염무왕,1.6,150,불꽃|격투,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/500.png
501,수댕이,0.5,5.9,물,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/501.png
502,쌍검자비,0.8,24.5,물,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/502.png
503,대검귀,1.5,94.6,물,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/503.png
504,보르쥐,0.5,11.6,노말,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/504.png
505,보르그,1.1,27,노말,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/505.png
506,요테리,0.4,4.1,노말,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/506.png
507,하데리어,0.9,14.7,노말,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/507.png
508,바랜드,1.2,61,노말,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/508.png
509,쌔비냥,0.4,10.1,악,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/509.png
510,레파르다스,1.1,37.5,악,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/510.png
511,야나프,0.6,10.5,풀,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/511.png
512,야나키,1.1,30.5,풀,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/512.png
513,바오프,0.6,11,불꽃,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/513.png
514,바오키,1,28,불꽃,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/514.png
515,앗차프,0.6,13.5,물,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/515.png
516,앗차키,1,29,물,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/516.png
517,몽나,0.6,23.3,에스퍼,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/517.png
518,몽얌나,1.1,60.5,에스퍼,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/518.png
519,콩둘기,0.3,2.1,노말|비행,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/519.png
520,유토브,0.6,15,노말|비행,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/520.png
521,켄호로우,1.2,29,노말|비행,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/521.png
522,줄뮤마,0.8,29.8,전기,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/522.png
523,제브라이카,1.6,79.5,전기,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/523.png
524,단굴,0.4,18,바위,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/524.png
525,암트르,0.9,102,바위,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/525.png
526,기가이어스,1.7,260,바위,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/526.png
527,또르박쥐,0.4,2.1,에스퍼|비행,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/527.png
528,맘박쥐,0.9,10.5,에스퍼|비행,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/528.png
529,두더류,0.3,8.5,땅,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/529.png
530,몰드류,0.7,40.4,땅|강철,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/530.png
531,다부니,1.1,31,노말,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/531.png
532,으랏차,0.6,12.5,격투,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/532.png
533,토쇠골,1.2,40,격투,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/533.png
534,노보청,1.4,87,격투,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/534.png
535,동챙이,0.5,4.5,물,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/535.png
536,두까비,0.8,17,물|땅,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/536.png
537,두빅굴,1.5,62,물|땅,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/537.png
538,던지미,1.3,55.5,격투,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/538.png
539,타격귀,1.4,51,격투,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/539.png
540,두르보,0.3,2.5,벌레|풀,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/540.png
541,두르쿤,0.5,7.3,벌레|풀,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/541.png
542,모아머,1.2,20.5,벌레|풀,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/542.png
543,마디네,0.4,5.3,벌레|독,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/543.png
544,휠구,1.2,58.5,벌레|독,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/544.png
545,펜드라,2.5,200.5,벌레|독,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/545.png
546,소미안,0.3,0.6,풀|페어리,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/546.png
547,엘풍,0.7,6.6,풀|페어리,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/547.png
548,치릴리,0.5,6.6,풀,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/548.png
549,드레디어,1.1,16.3,풀,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/549.png
550,배쓰나이,1,18,물,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/550.png
551,깜눈크,0.7,15.2,땅|악,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/551.png
552,악비르,1,33.4,땅|악,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/552.png
553,악비아르,1.5,96.3,땅|악,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/553.png
554,달막화,0.6,37.5,불꽃,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/554.png
555,불비달마,1.3,92.9,불꽃,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/555.png
556,마라카치,1,28,풀,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/556.png
557,돌살이,0.3,14.5,벌레|바위,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/557.png
558,암팰리스,1.4,200,벌레|바위,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/558.png
559,곤율랭,0.6,11.8,악|격투,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/559.png
560,곤율거니,1.1,30,악|격투,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/560.png
561,심보러,1.4,14,에스퍼|비행,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/561.png
562,데스마스,0.5,1.5,고스트,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/562.png
563,데스니칸,1.7,76.5,고스트,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/563.png
564,프로토가,0.7,16.5,물|바위,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/564.png
565,늑골라,1.2,81,물|바위,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/565.png
566,아켄,0.5,9.5,바위|비행,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/566.png
567,아케오스,1.4,32,바위|비행,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/567.png
568,깨봉이,0.6,31,독,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/568.png
569,더스트나,1.9,107.3,독,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/569.png
570,조로아,0.7,12.5,악,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/570.png
571,조로아크,1.6,81.1,악,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/571.png
572,치라미,0.4,5.8,노말,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/572.png
573,치라치노,0.5,7.5,노말,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/573.png
574,고디탱,0.4,5.8,에스퍼,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/574.png
575,고디보미,0.7,18,에스퍼,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/575.png
576,고디모아젤,1.5,44,에스퍼,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/576.png
577,유니란,0.3,1,에스퍼,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/577.png
578,듀란,0.6,8,에스퍼,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/578.png
579,란쿨루스,1,20.1,에스퍼,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/579.png
580,꼬지보리,0.5,5.5,물|비행,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/580.png
581,스완나,1.3,24.2,물|비행,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/581.png
582,바닐프티,0.4,5.7,얼음,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/582.png
583,바닐리치,1.1,41,얼음,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/583.png
584,배바닐라,1.3,57.5,얼음,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/584.png
585,사철록,0.6,19.5,노말|풀,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/585.png
586,바라철록,1.9,92.5,노말|풀,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/586.png
587,에몽가,0.4,5,전기|비행,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/587.png
588,딱정곤,0.5,5.9,벌레,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/588.png
589,슈바르고,1,33,벌레|강철,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/589.png
590,깜놀버슬,0.2,1,풀|독,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/590.png
591,뽀록나,0.6,10.5,풀|독,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/591.png
592,탱그릴,1.2,33,물|고스트,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/592.png
593,탱탱겔,2.2,135,물|고스트,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/593.png
594,맘복치,1.2,31.6,물,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/594.png
595,파쪼옥,0.1,0.6,벌레|전기,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/595.png
596,전툴라,0.8,14.3,벌레|전기,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/596.png
597,철시드,0.6,18.8,풀|강철,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/597.png
598,너트령,1,110,풀|강철,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/598.png
599,기어르,0.3,21,강철,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/599.png
600,기기어르,0.6,51,강철,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/600.png
601,기기기어르,0.6,81,강철,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/601.png
602,저리어,0.2,0.3,전기,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/602.png
603,저리릴,1.2,22,전기,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/603.png
604,저리더프,2.1,80.5,전기,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/604.png
605,리그레,0.5,9,에스퍼,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/605.png
606,벰크,1,34.5,에스퍼,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/606.png
607,불켜미,0.3,3.1,고스트|불꽃,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/607.png
608,램프라,0.6,13,고스트|불꽃,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/608.png
609,샹델라,1,34.3,고스트|불꽃,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/609.png
610,터검니,0.6,18,드래곤,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/610.png
611,액슨도,1,36,드래곤,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/611.png
612,액스라이즈,1.8,105.5,드래곤,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/612.png
613,코고미,0.5,8.5,얼음,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/613.png
614,툰베어,2.6,260,얼음,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/614.png
615,프리지오,1.1,148,얼음,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/615.png
616,쪼마리,0.4,7.7,벌레,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/616.png
617,어지리더,0.8,25.3,벌레,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/617.png
618,메더,0.7,11,땅|전기,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/618.png
619,비조푸,0.9,20,격투,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/619.png
620,비조도,1.4,35.5,격투,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/620.png
621,크리만,1.6,139,드래곤,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/621.png
622,골비람,1,92,땅|고스트,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/622.png
623,골루그,2.8,330,땅|고스트,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/623.png
624,자망칼,0.5,10.2,악|강철,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/624.png
625,절각참,1.6,70,악|강철,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/625.png
626,버프론,1.6,94.6,노말,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/626.png
627,수리둥보,0.5,10.5,노말|비행,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/627.png
628,워글,1.5,41,노말|비행,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/628.png
629,벌차이,0.5,9,악|비행,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/629.png
630,버랜지나,1.2,39.5,악|비행,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/630.png
631,앤티골,1.4,58,불꽃,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/631.png
632,아이앤트,0.3,33,벌레|강철,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/632.png
633,모노두,0.8,17.3,악|드래곤,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/633.png
634,디헤드,1.4,50,악|드래곤,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/634.png
635,삼삼드래,1.8,160,악|드래곤,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/635.png
636,활화르바,1.1,28.8,벌레|불꽃,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/636.png
637,불카모스,1.6,46,벌레|불꽃,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/637.png
638,코바르온,2.1,250,강철|격투,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/638.png
639,테라키온,1.9,260,바위|격투,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/639.png
640,비리디온,2,200,풀|격투,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/640.png
641,토네로스,1.5,63,비행,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/641.png
642,볼트로스,1.5,61,전기|비행,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/642.png
643,레시라무,3.2,330,드래곤|불꽃,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/643.png
644,제크로무,2.9,345,드래곤|전기,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/644.png
645,랜드로스,1.5,68,땅|비행,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/645.png
646,큐레무,3,325,드래곤|얼음,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/646.png
647,케르디오,1.4,48.5,물|격투,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/647.png
648,메로엣타,0.6,6.5,노말|에스퍼,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/648.png
649,게노세크트,1.5,82.5,벌레|강철,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/649.png
650,도치마론,0.4,9,풀,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/650.png
651,도치보구,0.7,29,풀,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/651.png
652,브리가론,1.6,90,풀|격투,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/652.png
653,푸호꼬,0.4,9.4,불꽃,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/653.png
654,테르나,1,14.5,불꽃,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/654.png
655,마폭시,1.5,39,불꽃|에스퍼,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/655.png
656,개구마르,0.3,7,물,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/656.png
657,개굴반장,0.6,10.9,물,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/657.png
658,개굴닌자,1.5,40,물|악,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/658.png
659,파르빗,0.4,5,노말,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/659.png
660,파르토,1,42.4,노말|땅,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/660.png
661,화살꼬빈,0.3,1.7,노말|비행,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/661.png
662,불화살빈,0.7,16,불꽃|비행,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/662.png
663,파이어로,1.2,24.5,불꽃|비행,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/663.png
664,분이벌레,0.3,2.5,벌레,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/664.png
665,분떠도리,0.3,8.4,벌레,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/665.png
666,비비용,1.2,17,벌레|비행,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/666.png
667,레오꼬,0.6,13.5,불꽃|노말,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/667.png
668,화염레오,1.5,81.5,불꽃|노말,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/668.png
669,플라베베,0.1,0.1,페어리,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/669.png
670,플라엣테,0.2,0.9,페어리,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/670.png
671,플라제스,1.1,10,페어리,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/671.png
672,메이클,0.9,31,풀,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/672.png
673,고고트,1.7,91,풀,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/673.png
674,판짱,0.6,8,격투,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/674.png
675,부란다,2.1,136,격투|악,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/675.png
676,트리미앙,1.2,28,노말,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/676.png
677,냐스퍼,0.3,3.5,에스퍼,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/677.png
678,냐오닉스,0.6,8.5,에스퍼,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/678.png
679,단칼빙,0.8,2,강철|고스트,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/679.png
680,쌍검킬,0.8,4.5,강철|고스트,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/680.png
681,킬가르도,1.7,53,강철|고스트,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/681.png
682,슈쁘,0.2,0.5,페어리,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/682.png
683,프레프티르,0.8,15.5,페어리,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/683.png
684,나룸퍼프,0.4,3.5,페어리,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/684.png
685,나루림,0.8,5,페어리,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/685.png
686,오케이징,0.4,3.5,악|에스퍼,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/686.png
687,칼라마네로,1.5,47,악|에스퍼,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/687.png
688,거북손손,0.5,31,바위|물,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/688.png
689,거북손데스,1.3,96,바위|물,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/689.png
690,수레기,0.5,7.3,독|물,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/690.png
691,드래캄,1.8,81.5,독|드래곤,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/691.png
692,완철포,0.5,8.3,물,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/692.png
693,블로스터,1.3,35.3,물,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/693.png
694,목도리키텔,0.5,6,전기|노말,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/694.png
695,일레도리자드,1,21,전기|노말,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/695.png
696,티고라스,0.8,26,바위|드래곤,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/696.png
697,견고라스,2.5,270,바위|드래곤,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/697.png
698,아마루스,1.3,25.2,바위|얼음,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/698.png
699,아마루르가,2.7,225,바위|얼음,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/699.png
700,님피아,1,23.5,페어리,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/700.png
701,루차불,0.8,21.5,격투|비행,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/701.png
702,데덴네,0.2,2.2,전기|페어리,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/702.png
703,멜리시,0.3,5.7,바위|페어리,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/703.png
704,미끄메라,0.3,2.8,드래곤,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/704.png
705,미끄네일,0.8,17.5,드래곤,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/705.png
706,미끄래곤,2,150.5,드래곤,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/706.png
707,클레피,0.2,3,강철|페어리,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/707.png
708,나목령,0.4,7,고스트|풀,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/708.png
